injection_id,anomaly_type,injection_time,detection_time,explanation_time,recovery_trigger_time,recovery_completion_time,normalization_time,pre_recovery_cpu,pre_recovery_memory,pre_recovery_error_rate,pre_recovery_anomaly_prob,post_recovery_cpu,post_recovery_memory,post_recovery_error_rate,post_recovery_anomaly_prob,detection_success,recovery_success,recurrence_detected,detection_latency,mttr,end_to_end_latency,recovery_execution_latency,pod_restart_duration,anomaly_prob_reduction
1,cpu_spike,1771820740.2859259,1771820749.031327,1771820750.9573984,1771820751.0573983,1771820775.4945557,1771820782.8348353,87.02792876437063,41.742508365045985,0.1312646604084909,0.8901672517614814,29.16145155592091,20.514612357395063,0.019428287191077892,0.17486639612006327,True,True,False,8.745401188473625,33.803508281707764,42.548909425735474,2.46398788362281,21.973169683940732,0.7153008556414181
2,memory_leak,1771820740.7998664,1771820747.9232576,1771820748.695995,1771820748.795995,1771820766.247649,1771820779.1189954,52.95835055926347,84.36843710297063,0.13013352105002832,0.7737139563108472,20.842892970704362,29.159046082342293,0.009665329700123682,0.16777639420895207,True,True,False,7.123391106782762,31.195737838745117,38.31912899017334,1.3668090197068676,16.084844859190753,0.6059375621018951
3,service_crash,1771820741.3019488,1771820748.2986865,1771820749.570038,1771820749.670038,1771820762.7838755,1771820776.8970482,15.115723710618745,31.951547789558386,0.8795542149013333,0.9755321642996927,31.16794696232922,27.61534422933427,0.0028557701661212935,0.15263495397682356,True,True,False,6.996737821583597,28.59836173057556,35.595099449157715,2.184829137724085,10.929008254399955,0.8228972103228691
4,cpu_spike,1771820741.8217757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5,memory_leak,1771820742.3322244,1771820748.5526068,1771820749.7953722,1771820749.8953722,1771820779.1505573,1771820788.032257,59.875668530619464,84.67566614134117,0.11361224381200596,0.8429407474883576,18.69708911051054,44.239615694113965,0.015727523643861176,0.19092484123462838,True,True,True,6.220382348447789,39.479650259017944,45.70003271102905,1.0687770422304368,28.186408041575643,0.6520159062537292
6,service_crash,1771820742.8475764,1771820756.7958498,1771820758.1926997,1771820758.2926996,1771820772.9062982,1771820780.8460412,11.356818667316142,39.75990992289793,0.6554709158757928,0.8852753741306064,31.57475018303859,28.918833167339734,0.006337755684060234,0.1314044124737373,True,True,False,13.948273504276488,24.050191402435303,37.998464822769165,2.8437484700462337,11.76985004103839,0.7538709616568691
7,cpu_spike,1771820743.3552523,1771820749.7644944,1771820751.46779,1771820751.5677898,1771820782.45463,1771820799.0383015,87.58330385994424,40.16566351370807,0.12416459998367677,0.9060286015771426,29.580143360819747,39.281758667148644,0.0024068483829477166,0.1037698592816409,True,True,False,6.409242249747626,49.27380704879761,55.68304920196533,1.1491012873595416,29.737738732010346,0.8022587422955016
8,memory_leak,1771820743.861712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
9,service_crash,1771820744.3778262,1771820758.0088606,1771820759.4438078,1771820759.5438077,1771820772.4767709,1771820782.1415057,19.75549966080241,51.888185350141924,0.7550229885420853,0.9653376565349224,24.444298503238986,22.98985614845754,0.014551650957236904,0.16411775729253464,True,True,False,13.631034258755935,24.13264513015747,37.76367950439453,1.6617960497052984,11.271167005720473,0.8012198992423878
10,cpu_spike,1771820744.8831785,1771820755.4959505,1771820757.1524012,1771820757.252401,1771820779.694649,1771820791.1077642,85.33044864767324,43.23674280979913,0.014400085996142795,0.895461561689567,21.287119621526536,32.71426727911757,0.018243763004595768,0.08739383437233125,True,True,False,10.612771975694962,35.61181378364563,46.22458577156067,1.9875911927287815,20.45465658763988,0.8080677273172358
11,memory_leak,1771820745.3938622,1771820754.4976914,1771820756.1310182,1771820756.231018,1771820769.2282126,1771820778.5744843,44.83663861762013,93.9454647851386,0.16546166832159506,0.8576786386067721,32.429211803754356,40.09180192247786,0.004544831118834681,0.1838838497734967,True,True,False,9.103829230356297,24.07679295539856,33.18062210083008,1.457596330983245,11.53959819657586,0.6737947888332754
12,service_crash,1771820745.9081972,1771820756.3016195,1771820758.0127797,1771820758.1127796,1771820777.2650318,1771820783.9158106,16.83805487625825,42.81323365878769,0.8272059063689973,0.9618949758233246,15.139042610623815,32.768682564439146,0.008930809059826801,0.08331617157060955,True,True,False,10.393422419156508,27.61419105529785,38.00761342048645,2.7921825998469867,16.360069499437277,0.8785788042527151
13,cpu_spike,1771820746.4211085,1771820752.6197622,1771820753.626185,1771820753.7261848,1771820773.076063,1771820785.8579223,94.13924646563731,50.90888807137882,0.1460494915809345,0.9443670942413167,20.035645916507285,32.431212647309636,0.006716687886518623,0.09272607415662015,True,True,False,6.198653673336828,33.238160133361816,39.436813831329346,2.8858194078250383,16.464058640415104,0.8516410200846966
14,memory_leak,1771820746.933016,1771820752.3018856,1771820753.716232,1771820753.816232,1771820766.851165,1771820776.030862,67.24797657899961,83.59342836000458,0.04608107697642016,0.8332069692471857,34.71300908221201,26.05138178778751,0.013770575400711693,0.16424294229930764,True,True,False,5.3688694735453275,23.728976488113403,29.097846031188965,2.005358046457723,11.029575024999787,0.668964026947878
15,service_crash,1771820747.4386744,1771820754.81505,1771820756.4073744,1771820756.5073743,1771820780.8890572,1771820795.3920028,26.073240522242756,32.70869310163225,0.8341209982356952,0.8917014084463256,18.730370207997083,21.0193785388691,0.012226965920576593,0.15163465427634237,True,True,False,7.376375439923997,40.57695293426514,47.953328371047974,1.7355662654385065,22.64611661187159,0.7400667541699832
16,cpu_spike,1771820747.9513843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
17,memory_leak,1771820748.4766018,1771820758.5975325,1771820759.4372761,1771820759.537276,1771820775.3149502,1771820790.6790164,51.602060389016124,94.05094983105101,0.04475376994627879,0.8079812796785439,17.269470424811782,43.11734045696407,0.01766944771423864,0.08869124415727335,True,True,False,10.12093058299281,32.08148384094238,42.20241451263428,2.2903455808189,13.48732858009983,0.7192900355212706
18,service_crash,1771820748.9844015,1771820760.5842419,1771820762.3100753,1771820762.4100752,1771820785.1134884,1771820793.7412727,12.793083034176977,56.91647273859981,0.8601672228653322,0.9323031894455248,21.780595820974014,28.73023936531652,0.014793157898534547,0.1845665389928866,True,True,False,11.59984046034179,33.15703082084656,44.75687122344971,2.110401623198925,20.59301156712013,0.7477366504526382
19,cpu_spike,1771820749.4982045,1771820763.3690686,1771820765.038882,1771820765.138882,1771820779.1057446,1771820786.5301752,96.68120445085204,58.1928717897877,0.01128758722632815,0.8152207314299048,28.270035382161115,20.126539596155467,0.004055352976932474,0.13231006840498793,True,True,False,13.870864242651173,23.1611065864563,37.031970739364624,2.2840632923085753,11.682799299900976,0.6829106630249169
20,memory_leak,1771820750.013951,1771820761.932903,1771820763.410845,1771820763.510845,1771820789.202968,1771820797.7617042,49.761990944778034,91.19737107677037,0.13693392182849864,0.8943679797840103,28.15225784600687,34.20771508338679,0.0027798205887337567,0.10515737045891504,True,True,False,11.918951976926932,35.82880115509033,47.74775314331055,1.4485386189211196,24.24358442695072,0.7892106093250952
21,service_crash,1771820750.528541,1771820758.1805649,1771820759.0465493,1771820759.1465492,1771820779.9545248,1771820798.3352232,28.934158779917887,53.84433910624945,0.7010548372420768,0.9249975050014266,24.850353876377277,24.881074694951113,0.014726590189968601,0.09211585436612837,True,True,False,7.6520236768172545,40.15465831756592,47.806682109832764,2.9460211095048914,17.861954493335208,0.8328816506352983
22,cpu_spike,1771820751.0434122,1771820756.286572,1771820757.7547805,1771820757.8547804,1771820788.0181735,1771820807.3271022,96.89323707286583,51.10476100766333,0.01216392631404144,0.9392477843881588,23.563682966346285,44.16637047609174,0.019308779564695806,0.17795141832010403,True,True,False,5.243159664314538,51.04053020477295,56.283689975738525,1.3542213588140979,28.809171687058285,0.7612963660680547
23,memory_leak,1771820751.5587902,1771820759.5032792,1771820760.5809257,1771820760.6809256,1771820779.7216392,1771820787.2640305,56.70403787375051,94.04232161241171,0.14528536340149514,0.846910398915192,16.943529875415372,35.37518066747924,0.019811023151981,0.07101260228547861,True,True,False,7.944488920695857,27.760751247406006,35.70524024963379,2.702273343033714,16.338440103125553,0.7758977966297135
24,service_crash,1771820752.070019,1771820762.2533154,1771820764.069375,1771820764.169375,1771820790.591227,1771820806.1284883,20.784734536592655,38.8077553279348,0.8237444621914054,0.9553147413082935,32.341446371602075,42.83101381391178,0.010715505578357817,0.12522744420307996,True,True,False,10.183296523637367,43.87517285346985,54.05846929550171,2.4815372355084087,23.94031481990536,0.8300872971052136
25,cpu_spike,1771820752.5721905,1771820765.5551424,1771820767.0300882,1771820767.130088,1771820795.4498754,1771820813.7999554,89.39393703906997,51.26748857919832,0.02315747157772166,0.8867420211494261,15.718845475934842,31.639950453311506,0.011310248059443955,0.09298118781924267,True,True,False,12.982951789667752,48.244812965393066,61.22776484489441,2.403933754515407,25.91585338872202,0.7937608333301834
